,plant_name,scan_nb,image_nb,voxel_size,session,pathname
199,3-qi-15,living,944,0.00549218,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qi-15/slice00944.tif
200,3-qi-16,living,760,0.00607008,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qi-16/slice00760.tif
201,3-qi-17,living,791,0.00663313,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qi-17/slice00791.tif
202,3-qi-18,living,806,0.00622194,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qi-18/slice00806.tif
203,3-qp-13,living,796,0.00623074,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-13/slice00796.tif
204,3-qp-14,living,899,0.00880002,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-14/slice00899.tif
205,3-qp-15,living,799,0.00664952,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-15/slice00799.tif
206,3-qp-16,living,795,0.00663255,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-16/slice00795.tif
207,3-qp-17,living,771,0.00623239,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-17/slice00771.tif
208,3-qp-18,living,808,0.00588344,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/3-qp-18/slice00808.tif
209,4-fs-13,living,796,0.00644998,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-13/slice00796.tif
210,4-fs-14,living,963,0.00719925,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-14/slice00963.tif
211,4-fs-15,living,794,0.00670419,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-15/slice00794.tif
212,4-fs-16,living,799,0.00696465,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-16/slice00799.tif
213,4-fs-17,living,843,0.00609222,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-17/slice00843.tif
214,4-fs-18,living,796,0.00644998,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-fs-18/slice00796.tif
215,4-qi-13,living,800,0.00688131,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qi-13/slice00800.tif
216,4-qi-14,living,787,0.00469292,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qi-14/slice00787.tif
217,4-qi-15,living,772,0.00591113,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qi-15/slice00772.tif
218,4-qi-16,living,781,0.00772779,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qi-16/slice00781.tif
219,4-qi-17,living,789,0.0061326,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qi-17/slice00789.tif
220,4-qp-13,living,797,0.00653708,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-13/slice00797.tif
221,4-qp-14,living,905,0.00772736,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-14/slice00905.tif
222,4-qp-15,living,834,0.00632314,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-15/slice00834.tif
223,4-qp-16,living,812,0.00632308,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-16/slice00812.tif
224,4-qp-17,living,798,0.00696392,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-17/slice00798.tif
225,4-qp-18,living,777,0.00696432,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/4-qp-18/slice00777.tif
226,5-fs-13,living,799,0.00606355,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-13/slice00799.tif
227,5-fs-14,living,800,0.00697522,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-14/slice00800.tif
228,5-fs-15,living,740,0.0074935,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-15/slice00740.tif
229,5-fs-16,living,798,0.00705824,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-16/slice00798.tif
230,5-fs-17,living,1011,0.00607572,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-17/slice01011.tif
231,5-fs-18,living,798,0.00644968,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-fs-18/slice00798.tif
232,5-qi-13,living,800,0.00644954,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-13/slice00800.tif
233,5-qi-14,living,799,0.00678663,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-14/slice00799.tif
234,5-qi-15,living,798,0.00580241,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-15/slice00798.tif
235,5-qi-16,living,795,0.00632372,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-16/slice00795.tif
236,5-qi-17,living,798,0.00561088,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-17/slice00798.tif
237,5-qi-18,living,792,0.00553307,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qi-18/slice00792.tif
238,5-qp-13,living,799,0.00567358,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qp-13/slice00799.tif
239,5-qp-15,living,800,0.00607491,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qp-15/slice00800.tif
240,5-qp-16,living,797,0.00644958,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qp-16/slice00797.tif
241,5-qp-17,living,756,0.00616628,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qp-17/slice00756.tif
242,5-qp-18,living,805,0.00639809,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/5-qp-18/slice00805.tif
243,6-fs-13,living,801,0.00688188,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-13/slice00801.tif
244,6-fs-14,living,799,0.00724465,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-14/slice00799.tif
245,6-fs-15,living,794,0.0062621000000000005,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-15/slice00794.tif
246,6-fs-16,living,760,0.007371600000000002,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-16/slice00760.tif
247,6-fs-17,living,793,0.00605504,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-17/slice00793.tif
248,6-fs-18,living,1415,0.00645004,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-fs-18/slice01415.tif
249,6-qi-13,living,775,0.00614993,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-13/slice00775.tif
250,6-qi-14,living,740,0.00632262,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-14/slice00740.tif
251,6-qi-15,living,795,0.00633432,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-15/slice00795.tif
252,6-qi-16,living,1025,0.00679365,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-16/slice01025.tif
253,6-qi-17,living,751,0.00719968,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-17/slice00751.tif
254,6-qi-18,living,786,0.0062623,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qi-18/slice00786.tif
255,6-qp-13,living,799,0.00567364,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qp-13/slice00799.tif
256,6-qp-16,living,800,0.00609222,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qp-16/slice00800.tif
257,6-qp-18,living,795,0.006964,Session2,/Volumes/PERL/invites/Session2/Living_Plants/Analyzed/6-qp-18/slice00795.tif
258,1-fs-13,flushed,1336,0.00416598,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-13/slice01336.tif
259,1-fs-14,flushed,799,0.00621188,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-14/slice00799.tif
260,1-fs-15,flushed,793,0.00432393,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-15/slice00793.tif
261,1-fs-16,flushed,794,0.00416539,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-16/slice00794.tif
262,1-fs-17,flushed,790,0.004869699999999999,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-17/slice00790.tif
263,1-fs-18,flushed,788,0.00560778,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-fs-18/slice00788.tif
264,1-qi-14,flushed,795,0.00385391,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qi-14/slice00795.tif
265,1-qi-15,flushed,800,0.00385398,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qi-15/slice00800.tif
266,1-qi-16,flushed,1525,0.00385392,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qi-16/slice01525.tif
267,1-qi-18,flushed,797,0.00385397,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qi-18/slice00797.tif
268,1-qp-13,flushed,799,0.0048102,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-13/slice00799.tif
269,1-qp-14,flushed,784,0.00565323,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-14/slice00784.tif
270,1-qp-15,flushed,799,0.0048698,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-15/slice00799.tif
271,1-qp-16,flushed,797,0.00447901,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-16/slice00797.tif
272,1-qp-17,flushed,785,0.00565327,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-17/slice00785.tif
273,1-qp-18,flushed,792,0.00481025,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/1-qp-18/slice00792.tif
274,2-fs-13,flushed,799,0.00481025,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-fs-13/slice00799.tif
275,2-fs-14,flushed,1081,0.00481023,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-fs-14/slice01081.tif
276,2-fs-16,flushed,799,0.00604777,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-fs-16/slice00799.tif
277,2-fs-17,flushed,924,0.00481027,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-fs-17/slice00924.tif
278,2-fs-18,flushed,794,0.0056078000000000005,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-fs-18/slice00794.tif
279,2-qi-14,flushed,893,0.00385396,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qi-14/slice00893.tif
280,2-qi-15,flushed,794,0.00385389,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qi-15/slice00794.tif
281,2-qi-16,flushed,798,0.00385391,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qi-16/slice00798.tif
282,2-qi-17,flushed,800,0.00385395,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qi-17/slice00800.tif
283,2-qi-18,flushed,789,0.00385392,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qi-18/slice00789.tif
284,2-qp-13,flushed,805,0.00470469,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-13/slice00805.tif
285,2-qp-14,flushed,935,0.00521507,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-14/slice00935.tif
286,2-qp-15,flushed,890,0.00604781,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-15/slice00890.tif
287,2-qp-16,flushed,880,0.00565326,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-16/slice00880.tif
288,2-qp-17,flushed,795,0.00473781,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-17/slice00795.tif
289,2-qp-18,flushed,797,0.004479,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/2-qp-18/slice00797.tif
290,3-fs-13,flushed,799,0.00604775,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-13/slice00799.tif
291,3-fs-14,flushed,805,0.00500957,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-14/slice00805.tif
292,3-fs-15,flushed,799,0.00432388,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-15/slice00799.tif
293,3-fs-16,flushed,796,0.00604784,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-16/slice00796.tif
294,3-fs-17,flushed,802,0.00604784,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-17/slice00802.tif
295,3-fs-18,flushed,792,0.00524692,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-fs-18/slice00792.tif
296,3-qi-13,flushed,800,0.00385386,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-13/slice00800.tif
297,3-qi-14,flushed,800,0.00385394,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-14/slice00800.tif
298,3-qi-15,flushed,805,0.00385393,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-15/slice00805.tif
299,3-qi-16,flushed,796,0.00385392,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-16/slice00796.tif
300,3-qi-17,flushed,805,0.00356345,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-17/slice00805.tif
301,3-qi-18,flushed,799,0.00342747,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qi-18/slice00799.tif
302,3-qp-13,flushed,799,0.00433663,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-13/slice00799.tif
303,3-qp-14,flushed,800,0.00473784,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-14/slice00800.tif
304,3-qp-15,flushed,797,0.00649813,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-15/slice00797.tif
305,3-qp-16,flushed,801,0.00432398,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-16/slice00801.tif
306,3-qp-17,flushed,813,0.00463756,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-17/slice00813.tif
307,3-qp-18,flushed,805,0.00380611,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/3-qp-18/slice00805.tif
308,4-fs-13,flushed,797,0.00567455,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-13/slice00797.tif
309,4-fs-14,flushed,861,0.00486978,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-14/slice00861.tif
310,4-fs-15,flushed,802,0.00481024,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-15/slice00802.tif
311,4-fs-16,flushed,795,0.00486985,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-16/slice00795.tif
312,4-fs-17,flushed,800,0.00505022,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-17/slice00800.tif
313,4-fs-18,flushed,799,0.00645053,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-fs-18/slice00799.tif
314,4-qi-13,flushed,800,0.00338838,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qi-13/slice00800.tif
315,4-qi-14,flushed,799,0.00469292,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qi-14/slice00799.tif
316,4-qi-15,flushed,786,0.00390649,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qi-15/slice00786.tif
317,4-qi-16,flushed,799,0.00286276,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qi-16/slice00799.tif
318,4-qi-17,flushed,799,0.00470482,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qi-17/slice00799.tif
319,4-qp-13,flushed,785,0.00443289,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-13/slice00785.tif
320,4-qp-14,flushed,794,0.00506266,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-14/slice00794.tif
321,4-qp-15,flushed,1153,0.0040574,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-15/slice01153.tif
322,4-qp-16,flushed,1037,0.00405741,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-16/slice01037.tif
323,4-qp-17,flushed,795,0.00485276,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-17/slice00795.tif
324,4-qp-18,flushed,1090,0.0048698,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/4-qp-18/slice01090.tif
325,5-fs-13,flushed,924,0.0056746,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-13/slice00924.tif
326,5-fs-14,flushed,796,0.00531894,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-14/slice00796.tif
327,5-fs-15,flushed,805,0.00470478,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-15/slice00805.tif
328,5-fs-16,flushed,791,0.00481026,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-16/slice00791.tif
329,5-fs-17,flushed,798,0.0040473,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-17/slice00798.tif
330,5-fs-18,flushed,800,0.00567457,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-fs-18/slice00800.tif
331,5-qi-13,flushed,796,0.00531899,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-13/slice00796.tif
332,5-qi-14,flushed,796,0.00380609,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-14/slice00796.tif
333,5-qi-15,flushed,795,0.00470471,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-15/slice00795.tif
334,5-qi-16,flushed,799,0.00405746,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-16/slice00799.tif
335,5-qi-17,flushed,798,0.00380613,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-17/slice00798.tif
336,5-qi-18,flushed,794,0.0040574,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qi-18/slice00794.tif
337,5-qp-13,flushed,800,0.00547049,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qp-13/slice00800.tif
338,5-qp-15,flushed,800,0.00679413,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qp-15/slice00800.tif
339,5-qp-16,flushed,798,0.00605798,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qp-16/slice00798.tif
340,5-qp-17,flushed,979,0.00497073,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qp-17/slice00979.tif
341,5-qp-18,flushed,798,0.00450664,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/5-qp-18/slice00798.tif
342,6-fs-13,flushed,799,0.00505026,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-13/slice00799.tif
343,6-fs-14,flushed,803,0.0043239,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-14/slice00803.tif
344,6-fs-15,flushed,794,0.00531893,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-15/slice00794.tif
345,6-fs-16,flushed,797,0.00495472,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-16/slice00797.tif
346,6-fs-17,flushed,784,0.0043239,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-17/slice00784.tif
347,6-fs-18,flushed,359,0.0064505,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-fs-18/slice00359.tif
348,6-qi-13,flushed,767,0.0041659999999999996,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-13/slice00767.tif
349,6-qi-14,flushed,799,0.00405743,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-14/slice00799.tif
350,6-qi-15,flushed,799,0.00405744,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-15/slice00799.tif
351,6-qi-16,flushed,1499,0.00405747,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-16/slice01499.tif
352,6-qi-17,flushed,799,0.00470478,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-17/slice00799.tif
353,6-qi-18,flushed,799,0.00338838,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qi-18/slice00799.tif
354,6-qp-13,flushed,798,0.00516451,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qp-13/slice00798.tif
355,6-qp-16,flushed,798,0.00425189,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qp-16/slice00798.tif
356,6-qp-18,flushed,794,0.00339171,Session2,/Volumes/PERL/invites/Session2/Flushed_samples/Analyzed/6-qp-18/slice00794.tif
