plant_name,chamber,species,rep,scan_nb,roi_surf,eq_diam_roi,air_surf,emb_vess_nb,mean_diam,std_diam,pourc_emb,coeff,coeff_diam,PLA,PLA_diam,ratio_l_f,image_nb,diam_roi,max_embolism,voxel_size,Q,used,comment
1-qp-13,1,qp,13,2,15.5749,4.45315,0.4611407848,1160,0.01913045425,0.01184500585146029,2.960794514250493,1.0057143224033542,0.864772623266936,7.674816785499855,8.92566780599424,7.718673162998876,799,NA,23300,0.0048102,1,1,
1-qp-14,1,qp,14,2,23.2975,5.4464,1.422048067,1281,0.03278428100702576,0.01840892778581999,6.103865509174804,1.0439317523339415,1.0022443009303932,50.31964303231191,52.41264338323043,52.530273127539786,784,NA,23300,0.00565323,1,1,
1-qp-15,1,qp,15,2,19.8803,5.03114,0.6740501875,1044,0.023682935344827585,0.0161686705088456,3.3905433393862268,1.0446975146250308,1.1950227417516288,46.75957334613751,40.877556847189695,48.849610059636696,799,NA,23300,0.0048698,1,1,
1-qp-16,1,qp,16,2,19.1962,4.94383,1.2003616141,2305,0.019295802845986986,0.017054495474841294,6.253121003636136,1.0351423719277772,1.3736640628222605,34.14893790538151,25.733375094318703,35.349012582191,797,NA,23300,0.00447901,1,1,
1-qp-17,1,qp,17,2,19.9866,5.04458,0.9134334022,1467,0.024569830579413768,0.013756453456235948,4.570229064473198,0.9768244723965056,0.9097122610100457,49.70771494860653,53.37480268189139,48.55571242870847,785,NA,23300,0.00565327,1,1,
1-qp-18,1,qp,18,2,22.1647,5.31234,1.1150655803,1709,0.024319759034523113,0.015473712823619281,5.030817382143679,0.8557526156455987,0.869847851421415,36.64410358688518,36.050313214227984,31.358287492465255,792,NA,23300,0.00481025,1,1,
2-fs-13,2,fs,13,2,24.9796,5.63959,1.851798043,3970,0.022674147609571788,0.008933229949598687,7.413241376963602,1.020240516261269,1.0435780631746059,30.140275810527687,29.46624851393108,30.75033055318981,799,NA,23300,0.00481025,1,1,
2-fs-14,2,fs,14,2,13.6924,4.17536,0.9338622027,2719,0.01954817920559029,0.007429210226846707,6.8202959503082,1.0236846717887296,0.7239727154698709,7.19776802776378,10.177517251227703,7.368244801112776,1081,NA,23300,0.00481023,1,1,
2-fs-16,2,fs,16,2,20.97,5.16719,0.3904437695,1303,0.018063112586339216,0.007435867055959812,1.86191592513114,1.0140867906533142,1.0290519741721769,14.21325899598616,14.00655998115052,14.413478199963953,799,NA,23300,0.00604777,1,1,
2-fs-17,2,fs,17,2,26.9111,5.85357,2.2033823466999998,5044,0.021772417942109438,0.009064773216341016,8.187633900881048,1.06713958180825,0.8151684194774492,20.872683211977748,27.32449626584461,22.274066434046013,924,NA,23300,0.00481027,1,1,
2-fs-18,2,fs,18,2,21.5708,5.24068,1.8709956591,2583,0.029237486531165313,0.00821379726143758,8.673742555213531,1.0723292599254548,0.9112647166145985,12.405438778472147,14.59807972571344,13.302714984369574,794,NA,23300,0.0056078,1,1,
2-qi-14,2,qi,14,2,3.31166,2.05342,0.089311089,357,0.0162363143697479,0.007420539426577641,2.696867703810174,1.0179064275922045,0.920328212519711,14.58861294873293,16.135377236250996,14.849842890170112,893,540,22800,0.00385396,1.5,1,
2-qi-15,2,qi,15,2,7.39834,3.06918,0.2542891678,750,0.018197386346666667,0.010034134056806147,3.437111133037952,1.0210844594868578,0.9607868800407524,20.691007529765802,21.989544901855126,21.12726623976942,794,810,22800,0.00385389,1,1,flushed enough ?
2-qi-16,2,qi,16,2,3.94211,2.24037,0.1180486294,356,0.018857700308988763,0.00817175370375158,2.9945544238998907,1.0359629741432888,0.6474370949708377,3.636321786197586,5.818472191095209,3.767094732571287,798,590,22800,0.00385391,1.5,1,
2-qi-17,2,qi,17,2,6.01762,2.76801,0.1985539484,560,0.018730725892857143,0.010038944742192257,3.2995428159305504,0.9916578315014906,0.9350909307668706,16.058167162944983,17.029581512072816,15.924207226694463,800,730,22600,0.00385395,1,1,
2-qi-18,2,qi,18,2,4.5831,2.41565,0.1943475452,597,0.016764409162479062,0.011561549784152391,4.240525958412428,0.9753747463507234,1.3068837722447022,27.7477746505747,20.709170345818443,27.06447866160133,789,640,22500,0.00385392,1.5,1,
2-qp-13,2,qp,13,2,22.5243,5.35526,1.2008197486,1757,0.02419278862834377,0.016883873226798043,5.331218943984941,1.079607357387355,1.024124245858394,17.082480650726726,18.00794373098139,18.442371792951704,805,NA,23300,0.00470469,1,1,
2-qp-14,2,qp,14,2,25.7174,5.72227,2.0440416676,2592,0.026771333966049384,0.016955194273059082,7.948088327746973,1.0360922954886576,0.8706684911805607,31.013955265830987,36.906492458440766,32.13332010355737,935,NA,23300,0.00521507,1,1,
2-qp-15,2,qp,15,2,24.463,5.58097,1.043586416,1183,0.029523280431107354,0.01586758428355739,4.265978890569431,1.1113681886931284,0.889489246993786,26.09364075173304,32.602577666535126,28.99964225866275,890,NA,23300,0.00604781,1,1,
2-qp-16,2,qp,16,2,26.7146,5.83216,1.1992106146000001,1311,0.030826175026697177,0.014648571708159667,4.48897087959393,1.0193152807827928,0.9197309249699003,30.238387523230063,33.51246503934709,30.82245046866015,880,NA,23300,0.00565326,1,1,
2-qp-17,2,qp,17,2,28.4887,6.02271,1.5705608922,1887,0.02730702749337573,0.01772617099142533,5.512925799352024,1.0222158259239629,1.068822911520302,39.80070619763899,38.06515683716584,40.684911758176526,795,NA,23300,0.00473781,1,1,
2-qp-18,2,qp,18,2,23.4272,5.46154,1.3136831401,2071,0.023103289111540318,0.016553419985501545,5.607512379200246,1.0738329804671494,1.1192501518527795,31.383578708734834,30.1100891581196,33.700721862526095,797,NA,23300,0.004479,1,1,
3-fs-13,3,fs,13,2,15.4869,4.44056,0.9328890427,1637,0.025932905601710445,0.007287446718510229,6.023730008587902,1.0623623836920235,0.6602034755723111,4.307549791493825,6.931467394043183,4.576178864363459,799,NA,23300,0.00604775,1,1,
3-fs-14,3,fs,14,2,34.4722,6.62505,3.0572946642,4857,0.02674180001029442,0.009292445345038336,8.868870174227348,0.9929479406594299,0.8704965111651315,35.11379336319101,40.05319764240527,34.86616880872126,805,690,23500,0.00500957,1.5,1,
3-fs-15,3,fs,15,2,27.0737,5.87123,1.7002086499,2679,0.026862083840985443,0.00930127820650224,6.279927198351168,1.0400314696550528,0.7669642541215368,10.029735558681015,13.600686808141091,10.431240613346557,799,700,23500,0.00432388,1,1,
3-fs-16,3,fs,16,2,31.6515,6.34823,1.7080433046,3051,0.025387903035070467,0.008262873380374378,5.396405556134781,1.04006445192171,0.7021860393357018,12.728649932340545,18.85343138993105,13.23861631558308,796,NA,23300,0.00604784,1,1,
3-fs-17,3,fs,17,2,26.3013,5.78687,1.7416935213,3454,0.024090025118702955,0.007856492814116354,6.6220814990133565,1.0390322911795233,0.8273003038126582,17.925320265267843,22.512969594612418,18.624986585347987,802,NA,23300,0.00604784,1,1,
3-fs-18,3,fs,18,2,21.7484,5.26222,1.7716222713,2910,0.02650519627491409,0.008523688052667878,8.145988998271138,1.0586020121020396,0.8270990102784542,21.849062115587852,27.964561474105615,23.129461118103745,792,NA,23300,0.00524692,1,1,
3-qi-13,3,qi,13,2,3.79167,2.1972,0.1320958095,490,0.015981878530612247,0.009381009709385704,3.483842462556077,0.9825433120498356,0.9756109361353806,25.596341957094452,25.7782212881979,25.149514602883755,800,580,22500,0.00385386,1.5,1,
3-qi-14,3,qi,14,2,10.5023,3.65677,0.24740400929999998,768,0.01738734407552083,0.010391485076690823,2.355712646753568,1.0117974158041572,0.9495876944321869,14.473921744079416,15.422142370924515,14.644676617211152,800,960,22500,0.00385394,1,1,
3-qi-15,3,qi,15,2,4.38001,2.36153,0.103910031,512,0.01381611501953125,0.008224973254539567,2.3723697206170757,1.0381368992308235,1.244685118909852,35.42860281398188,29.54943327481961,36.77973986938758,805,620,22500,0.00385393,2,1,
3-qi-16,3,qi,16,2,4.94391,2.50894,0.136823054,482,0.016871043962655603,0.008772465262073148,2.7675069732256454,1.0736097542228722,1.0788395598485638,28.394185307648716,28.256541050258196,30.484274309503427,796,660,23000,0.00385392,1.5,1,
3-qi-17,3,qi,17,2,4.11282,2.28836,0.1250135576,502,0.014792476673306774,0.009922439357407423,3.03960682937741,1.0191960747127276,1.3234930737120152,32.321985547091586,24.890527537196128,32.94244079651726,805,NA,23300,0.00356345,1,1,
3-qi-18,3,qi,18,2,4.17818,2.30647,0.0878599724,971,0.00841600254376931,0.006665165405915675,2.1028288010569196,0.9920467763475962,1.6005089807195343,19.053985425536133,11.810271011087552,18.9024448179772,799,680,24000,0.00342747,2,1,
3-qp-13,3,qp,13,2,10.8701,3.72025,0.9551561953,1326,0.02502829202865762,0.01705741420309222,8.787004676129934,1.0315452479737997,1.395879374160639,51.466703210597245,38.03353936488484,53.09023312576948,799,NA,23300,0.00433663,1,1,
3-qp-14,3,qp,14,2,10.5904,3.67208,0.581425526,1100,0.022705255654545453,0.012554246198273796,5.490118654630608,0.9600581658860855,0.9318946875732552,17.466328102231426,17.994190916851565,16.768690922592896,800,NA,23300,0.00473784,1,1,
3-qp-15,3,qp,15,2,19.7105,5.00961,1.1696516709,1781,0.026579727989893318,0.011391958893558374,5.934155251769361,1.1238578422668122,0.9700282005929286,47.942310957720785,55.5451296295245,53.88034214622862,797,NA,23300,0.00649813,1,1,
3-qp-16,3,qp,16,2,14.7128,4.32816,1.1358492962,2182,0.02080026550870761,0.015173818715106827,7.7201436585830026,1.0853882333750204,1.2568643275596647,38.722647632676754,33.43965230299631,42.02910610563444,801,NA,23300,0.00432398,1,1,
3-qp-17,3,qp,17,2,16.4197,4.57233,1.2528880567,2070,0.022662764400966182,0.016036344138256085,7.63039554133145,1.0014312076347316,1.2087659794637708,57.13338057497812,47.333521357737645,57.215150305455055,813,NA,23300,0.00463756,1,1,
3-qp-18,3,qp,18,2,14.4706,4.29238,0.8767938472,1611,0.02117693425201738,0.015641462807544682,6.059139546390613,1.0362113526736971,1.0651968840215609,32.76157163513355,31.870082394149037,33.947912459757966,805,NA,23000,0.00380611,1,1,
4-fs-13,4,fs,13,2,31.1528,6.29801,3.4585935995,6369,0.024550258285445124,0.009418742840464548,11.10203127648237,1.1426870136873732,0.8988432137931708,54.94487206570343,69.8506600647714,62.78479177819342,797,NA,23000,0.00567455,1,1,
4-fs-14,4,fs,14,2,20.672,5.13034,1.2164482713,1842,0.02764020347991314,0.008769409331236912,5.8845214362422595,1.2427147832817336,0.8332590384776855,23.8934971471818,35.63453951048611,29.69280212910275,861,NA,23300,0.00486978,1,1,
4-fs-15,4,fs,15,2,21.3265,5.21093,1.350288217,4232,0.016943477095935727,0.010917618606281399,6.331504077087191,1.0107612594659228,1.0423523692942904,34.75967793131522,33.70619847899688,35.13373584448601,802,NA,25000,0.00481024,2,1,
4-fs-16,4,fs,16,2,35.916,6.76238,2.5802396489,4223,0.026283527047122897,0.009335015021406762,7.184095246965142,1.0907673460296248,0.7025290998807102,16.057665432640203,24.931603702062567,17.5151771073926,795,NA,23300,0.00486985,1,1,
4-fs-17,4,fs,17,2,37.2633,6.88804,1.2219313808,4587,0.016497556581643775,0.008186804893131538,3.2791818781482047,1.012154049695008,1.187066675047558,67.22711425220754,57.321292367132436,68.04419593968088,800,NA,25000,0.00505022,2,1,
4-fs-18,4,fs,18,2,38.0444,6.95986,3.421742855,5078,0.02792953377707759,0.008826800622359889,8.994077590920083,1.069219122919536,0.8888634272111777,48.65696207641807,58.529750153525754,52.02495431527686,799,NA,23000,0.00645053,1,1,
4-qi-13,4,qi,13,2,11.7646,3.87029,0.7893841769,13174,0.006448964700166995,0.005891165072179634,6.709825892083028,1.0962888665997994,3.043965255305502,5.43347913641281,1.9568760431051067,5.956662684151657,800,590,25000,0.00338838,1.5,1,
4-qi-14,4,qi,14,2,10.2666,3.61549,0.256683764,1377,0.011433537806826434,0.01032927129253395,2.5001827674205677,1.0258410768901096,1.1080342897616773,99.83962190640747,92.4335882013177,102.41958525277042,799,780,26000,0.00469292,1.5,1,
4-qi-15,4,qi,15,2,4.05213,2.27142,0.1047492059,369,0.01727136948509485,0.007956744308796655,2.5850406058048487,1.026850076379583,0.7163817173855905,11.304788042230392,16.204102063050176,11.608322464619274,786,NA,23300,0.00390649,1,1,
4-qi-16,4,qi,16,2,6.25125,2.82123,0.29414103939999997,10497,0.004907571378489092,0.0034051184092148026,4.705315567286542,0.76525974805039,3.768919828246608,7.242837675766322,1.4706208642027236,5.542652134926807,799,NA,24000,0.00286276,2,1,
4-qi-17,4,qi,17,2,6.13366,2.79457,0.1169409693,295,0.020704104881355934,0.008736350959285544,1.9065446943586701,1.0621912528571846,0.7022487372794722,7.539094727926069,11.403310606848237,8.007960474464786,799,NA,23000,0.00470482,1,1,
4-qp-13,4,qp,13,2,18.4694,4.84933,0.9816021907,1542,0.022995914014267184,0.01678947331887136,5.314748669150053,1.0310134601015735,1.1184327629613617,33.75451627233365,31.116184869126425,34.80136061599358,785,NA,23300,0.00443289,1,1,
4-qp-14,4,qp,14,2,20.6886,5.1324,1.1880006605,2534,0.019098801625887923,0.015239851985519316,5.742296049515192,0.9827006177315043,1.2630639120087614,31.803510793710505,24.744060380369003,31.253329703009875,794,NA,25500,0.00506266,1,1,
4-qp-15,4,qp,15,2,17.5945,4.73308,0.764978914,1820,0.018356828093406594,0.014081960400616367,4.347829799084941,0.99261132740345,1.4320166665227043,50.8328194011541,35.23508735688268,50.457232341439415,1153,NA,23000,0.0040574,1,1,
4-qp-16,4,qp,16,2,18.2031,4.81424,0.6419912496,1503,0.01773168032601464,0.015152284693659226,3.526823725629151,1.0380924128307816,1.3501801635579114,53.19476184207892,40.89904455794056,55.221078670602495,1037,NA,23500,0.00405741,1.5,1,
4-qp-17,4,qp,17,2,22.7446,5.38139,1.7423641728000001,2199,0.024163225302410187,0.02061978155954689,7.660561947890929,1.0231483516966666,1.2421690371726348,28.00906411967754,23.070473445259086,28.65742778661432,795,NA,23300,0.00485276,1,1,
4-qp-18,4,qp,18,2,23.5277,5.47324,0.6881605627,1199,0.023455907556296913,0.013444009684560743,2.9248951775991707,1.1926580158706546,1.0691520784772117,13.497331600599404,15.056511651033826,16.09770072631917,1090,NA,23300,0.0048698,1,1,
5-fs-13,5,fs,13,2,17.2056,4.68047,1.8354297665,2986,0.026667340354989952,0.008456364094757446,10.667630111707815,1.2837738875714884,0.7594587654272192,43.32524213179953,73.23612163489672,55.61981452151632,924,NA,23000,0.0056746,1,1,
5-fs-14,5,fs,14,2,19.5002,4.98281,1.4045692497,2787,0.024098926594904917,0.007806429907870023,7.202845353893807,1.0406918903395863,0.9141516840109257,43.20079032604259,49.18080110219,44.95871214857338,796,970,23000,0.00531894,1,1,
5-fs-15,5,fs,15,2,31.3985,6.3228,2.0538137419,4594,0.022459527037440138,0.0080500855073766,6.541120569135468,1.0098571587814704,0.9519048125706545,43.734940991279665,46.39754171392085,44.16604324892895,805,NA,23300,0.00470478,1,1,
5-fs-16,5,fs,16,2,20.0713,5.05525,1.0843905796,4838,0.014323588768085985,0.008957433540492018,5.402692299950675,1.1099081773477553,1.4598054331516837,32.46402261724957,24.68279905952631,36.03208417248777,791,NA,24000,0.00481026,2,1,
5-fs-17,5,fs,17,2,12.7741,4.03293,0.9340403244,3482,0.01561488566053992,0.009886748019573987,7.311985379791921,1.042500058712551,1.3442624016261928,63.64330356088081,49.35654498602036,66.34814769887895,798,NA,24000,0.0040473,2,1,
5-fs-18,5,fs,18,2,28.987,6.07514,2.7307517521,5134,0.02432941157771718,0.009237246330281834,9.420608383413255,0.9713423258702178,1.0327074976131503,97.31920314120963,91.5363366195193,94.53026113101876,800,560,23000,0.00567457,1,1,
5-qi-13,5,qi,13,2,17.4295,4.71083,0.5673607704,980,0.02490046942857143,0.010826588367569721,3.2551752511546517,0.9877736022261109,0.8164641445823735,14.00595535325209,16.94466690754245,13.834712971899899,796,900,23000,0.00531899,1,1,
5-qi-14,5,qi,14,2,13.4329,4.13561,0.5169444586999999,1327,0.017102397671439337,0.014271052220556786,3.848345917113951,1.0310282961981405,1.2604316540847098,10.309422444943216,8.433068325244003,10.629306258196673,796,NA,23300,0.00380609,1,1,
5-qi-15,5,qi,15,2,6.11276,2.7898,0.1444926865,401,0.019617837980049877,0.008608885254656154,2.3637879861142923,1.0346602843887214,0.766608212232577,15.899303607354927,21.458650885124726,16.450377991968473,795,600,23000,0.00470471,1,1,
5-qi-16,5,qi,16,2,5.87226,2.73437,0.1061533365,382,0.017097064083769632,0.007853044344041887,1.807708386549642,1.0324270383123364,0.8031730181577518,14.741221740072342,18.94888841898209,15.219235902208313,799,680,23000,0.00405746,1.5,1,
5-qi-17,5,qi,17,2,4.68881,2.44335,0.1648723132,698,0.014502148137535817,0.009516571242412643,3.5162933281578908,1.0648586741625272,0.9813553892704526,7.80031025332386,8.464036703956687,8.306228034410813,798,NA,23300,0.00380613,1,1,
5-qi-18,5,qi,18,2,10.2447,3.61165,0.264568658,608,0.0202057521875,0.012083573485297011,2.582492976856326,1.0494987652151844,0.6515741843129541,14.543086899927461,23.424733685520184,15.262951743890994,794,NA,23500,0.0040574,1,1,
5-qp-13,5,qp,13,2,16.9008,4.63883,0.9950182072,1774,0.022276644932356256,0.014765540382485044,5.887403005774875,0.9840717599166903,0.8123481885803778,61.566982566552824,74.5817246086382,60.586328887027825,800,NA,23000,0.00547049,1,1,
5-qp-15,5,qp,15,2,13.0343,4.07379,0.3177669616,585,0.022311331196581196,0.013933735355513855,2.4379288615422388,0.9895736633344331,0.9769080171647977,69.24283682665937,70.14057259667949,68.5208876982257,800,NA,26000,0.00679413,2,1,
5-qp-16,5,qp,16,2,19.2596,4.95197,1.0254100801,1669,0.024713309478729777,0.01310023157208563,5.324150450165113,0.982517809300297,1.154165584262774,37.46482287629226,31.89304567745425,36.80985569823832,798,NA,23000,0.00605798,1,1,
5-qp-17,5,qp,17,2,19.5204,4.9854,0.8486014585,1140,0.026516583280701753,0.015648296288936686,4.347254454314461,1.1227638777893896,0.7520278511435181,17.64309253935217,26.34081565670592,19.809026995680092,979,NA,23300,0.00497073,1,1,
5-qp-18,5,qp,18,2,16.8781,4.63571,0.5893500208,2631,0.01273597984036488,0.011092799308625825,3.491803110539694,1.0131886883002235,1.5202447811578192,11.626871384253727,7.748893278801864,11.780214566847437,798,NA,24000,0.00450664,1.5,1,
6-fs-13,6,fs,13,2,23.5049,5.4706,0.6572674029,2611,0.015969554657219456,0.008093886689409089,2.796299507336768,1.0524401295049117,1.0874038180346064,34.76701652029,33.64914005474729,36.59020336911341,799,NA,25000,0.00505026,2,1,
6-fs-14,6,fs,14,2,23.0575,5.41827,2.6141093862,5279,0.023074505180905473,0.009903596335712523,11.337349609454623,1.0552575084029059,1.0047852102400978,74.26315306504056,77.99353441003798,78.36674986955832,803,NA,23300,0.0043239,1,1,
6-fs-15,6,fs,15,2,31.3053,6.31341,4.213662465,9189,0.02234735865600174,0.009189956156194317,13.459901246753745,1.088064960246348,0.9596160862472914,61.74851144778337,70.0138238787191,67.18639165370358,794,NA,23000,0.00531893,1,1,
6-fs-16,6,fs,16,2,28.6985,6.04483,2.6793787015,4177,0.02684928419200383,0.00979136784509927,9.336302250988728,1.1217380699339687,0.758043646270688,28.513927413644822,42.194348650734185,31.985157903219225,797,NA,23300,0.00495472,1,1,
6-fs-17,6,fs,17,2,24.2707,5.559,2.3267874331,4957,0.022802970238047206,0.008814262600790112,9.586816338630529,1.030497678270507,0.688557425218695,40.68884085099938,60.895074968010945,41.92975602847302,784,NA,23300,0.0043239,1,1,
6-fs-18,6,fs,18,2,38.4481,6.99669,2.5366897422,4700,0.02490760449787234,0.008174325634424126,6.597698565598821,0.9690335803329684,1.0744222429064272,92.59113178630611,83.50898963079275,89.72391594196591,359,560,23000,0.0064505,1,1,
6-qi-13,6,qi,13,2,5.38269,2.61791,0.1854093952,476,0.019512439978991596,0.010744939970180245,3.444549011739483,1.0102253705860824,1.1189923568507192,28.552217820258935,25.776918539197517,28.844174828525627,767,NA,23300,0.0041660000000000004,1,1,
6-qi-14,6,qi,14,2,11.2394,3.78291,0.1908525343,629,0.01717773278219396,0.009560324831121117,1.6980669279498903,0.9893143762122534,0.8602512794407451,10.903584498515492,12.539444176867946,10.787072896626452,799,NA,23000,0.00405743,1.5,1,
6-qi-15,6,qi,15,2,16.3901,4.5682,0.393296767,1280,0.01610234775,0.011490736961568547,2.399599557049682,0.9895485689532096,1.3993059603022548,29.372094859709488,20.77109314199254,29.06511443558345,799,NA,23000,0.00405744,1,1,
6-qi-16,6,qi,16,2,7.56795,3.10416,0.1908562831,614,0.01805433522801303,0.00836239345358682,2.52190200913061,1.0019767572460179,1.097337930582074,46.09729702552699,42.09133659213234,46.18842019144404,1499,NA,23500,0.00405747,1,1,
6-qi-17,6,qi,17,2,7.14118,3.01537,0.1913788278,452,0.021164769734513273,0.00955771885279431,2.6799328374302287,1.0449561557053597,1.0871566172617335,31.803782546447508,30.569246251135137,33.233558346625,799,NA,23000,0.00470478,1,1,
6-qi-18,6,qi,18,2,6.14002,2.79602,0.1803798099,3540,0.0061393149124293785,0.005214797988130657,2.9377723509043943,1.0607994762232045,1.9137427992324876,2.459391328527101,1.3632558325892883,2.60892103312944,799,NA,24500,0.00338838,2.5,1,Maybe 3 ?
6-qp-13,6,qp,13,2,14.2713,4.26273,0.7770401358,1137,0.026266811890941072,0.013429868464470305,5.444774728300855,1.0738685333501503,0.7517144031926648,29.43815397277585,42.05414595891194,31.6127072312807,798,NA,23000,0.00516451,1,1,looks nice
6-qp-16,6,qp,16,2,15.1036,4.38526,0.5460089896,2334,0.01323440944301628,0.01107974590723404,3.6150916973436793,1.1024788792076061,1.614717021228712,27.073510950136836,18.48495656892811,29.84797400852171,798,NA,24000,0.00425189,2,1,
6-qp-18,6,qp,18,2,8.54556,3.29857,0.7254231482,1512,0.01895952156084656,0.015861095702487716,8.488889530937703,1.069095530310477,1.3982036668220599,49.632476037467065,37.95002083673602,53.06185828989789,794,NA,23300,0.00339171,1,1,
