Emb_surf_pred_err,TP,TN
-91.44022576312125,0.35961840512912946,0.993063143204756
64.15869820499915,0.804185539339037,0.9842844369724617
-29.999893147552545,0.5227719191537279,0.991974352186892
-0.5475587011620678,0.5605098570783097,0.9921248121488105
37.0746361423318,0.7604668427685987,0.9858414254065263
69.47735577455431,0.8136419001218027,0.9863587214826351
16.673545191910854,0.6055509698720595,0.9948206017967436
-12.137603611316496,0.4069614103275958,0.9932816512614338
-3.2701894317048854,0.3562463796099633,0.9946923487779845
21.25607533414338,0.6146719319562576,0.9929615302436063
29.766199064796258,0.5396793587174349,0.993156612671032
21.52465073317169,0.5237847823576954,0.9898754368080175
-14.433889602053915,0.3879116934398277,0.9960367198092649
-1.2730650677701305,0.40555358669140484,0.9903683339308841
56.67088429635878,0.6309574019401096,0.9911857754094258
-14.427302761191768,0.028554022196911503,0.9864853076683334
20.716766601579376,0.6859048573551519,0.9867867594271255
61.341215979850276,0.7106625620933325,0.9852053230108079
131.6630168749195,0.8111554811284297,0.9923587459896003
38.372314685827405,0.6650487572402669,0.9838865264269515
32.07591653896027,0.7665448544147118,0.985242611418064
89.62588937342208,0.7167775992655497,0.9932647709117789
53.10703743980115,0.6265340997359018,0.9916232904894674
67.5925925925926,0.7138203017832647,0.9925079680450349
88.86188740380722,0.6460105305791819,0.9893229393238093
39.51224309174943,0.5223719146425411,0.9882246172503055
-19.763607913267016,0.39121812370220016,0.9927865442882288
12.821207758109596,0.5583636825611925,0.9893459784322649
57.5492341356674,0.670980958145165,0.9900626124976407
33.489750555692765,0.6544473062131744,0.9922215365752336
-8.185797475280415,0.3996170727742355,0.9915609215764141
14.424909976699851,0.4652134563170361,0.9899007198633305
85.1951698960966,0.8239820275203594,0.9834080453257791
27.772609587428967,0.7001490680445187,0.9853064832305664
-23.600621544465724,0.5547742954040463,0.9947385964105704
71.62083269319403,0.8102012597941312,0.9851552391644725
72.01593100556987,0.7866083727615739,0.9836552647611179
31.45393526036592,0.7533398289487929,0.9868824266827404
94.64562055091304,0.6137418755803157,0.9896046834449876
61.92893401015228,0.610644035532995,0.9927064108108232
63.7992125984252,0.6836614173228347,0.9933880510298437
15.308121139068856,0.6276932348952841,0.9957352399798931
-1.3709898546750754,0.4676764944549635,0.9951303791474609
-1479.083094555874,0.0499001996007984,0.9999260629204547
19.594677685137363,0.4607589955483411,0.9853576027850534
54.13533834586466,0.5827067669172933,0.9883374680624623
87.42802783758073,0.7510639363140239,0.982866595589336
-34.71199775217758,0.36246454196562655,0.9912286616436482
15.280647004527273,0.547866027866907,0.9899825387709886
-191.0704743810485,0.20391636919938808,0.9976103244038727
45.7087049938147,0.7475226251709096,0.9798567411400306
46.96093380303907,0.7277985172722015,0.9894576068165948
-144.2941243065776,0.22693885117130477,0.9962988787088202
22.374230458304833,0.7183011006778185,0.9868996322935668
-281.3768359681579,0.18274290754079084,0.9992095254667032
55.08740709724694,0.7954220314735336,0.9757471443342045
-15883.284457478007,0.0011192044474616076,0.9999065145970779
-2528.87537993921,0.026361429066944154,0.999918187289545
30.40689516937262,0.6468230106233714,0.9958200598882545
-40010.294117647056,0.0009532538955087076,0.9999793238403505
58.146880758094234,0.7517767833640432,0.9958807401076339
-41.18996365176271,0.3278512334724687,0.9940345587964389
-393.6557961085229,0.09243067699225581,0.9985620797081833
-373.78715738000255,0.11236351784453256,0.9989192831820062
-859.884252208346,0.055818233744803734,0.99955631314859
-24.095865048343963,0.3982229000547055,0.9909204308031807
99.107062729965,0.595889796284663,0.9904801299157776
47.51853402625551,0.7786754020836926,0.9787270854850855
58.30049190230993,0.777033052383281,0.9827967632028303
20.525527773618805,0.6942805809252882,0.9909081076300179
-93.92236976506639,0.2690720744447371,0.9959357317997758
-1105.3393922181199,0.050164938737040525,0.9992857956452005
48.46575662116439,0.7677050519192626,0.9772953400420682
63.20154824440144,0.7961017417749516,0.991999661305324
-53.9781081522627,0.3384261715296198,0.9960142370690456
68.29006650933276,0.7659300579274834,0.9941357342886662
-17.946136420840674,0.5138711054204012,0.9993470041049033
70.48619306112816,0.6381873967429785,0.9900716480141648
-248.46572985374246,0.2128219899596741,0.9994141982480561
63.464715600660845,0.6236724097238612,0.9907329082896499
-101.58730158730158,0.3048657379366041,0.9989309400841024
